chr,interval_start,interval_stop,methSeqStart,methSeqStop,methSeqLength,numU,numM,MD,case_1,case_10,case_11,case_12,case_13,case_14,case_15,case_16,case_17,case_18,case_19,case_2,case_20,case_3,case_4,case_5,case_6,case_7,case_8,case_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_3,control_4,control_5,control_6,control_7,control_8,control_9
chr19,58220244,58220744,58220283,58220428,145,4,9,0.6923076923076923,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220284,58220405,121,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
chr19,58220244,58220744,58220284,58220405,121,11,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
chr19,58220244,58220744,58220284,58220405,121,12,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
chr19,58220244,58220744,58220286,58220407,121,11,0,0.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220286,58220407,121,12,0,0.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220287,58220408,121,12,0,0.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220288,58220339,51,1,3,0.75,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220288,58220364,76,1,4,0.8,,,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220289,58220410,121,10,0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220289,58220410,121,11,0,0.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220290,58220373,83,1,6,0.8571428571428571,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220290,58220374,84,1,7,0.875,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220290,58220411,121,10,0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220290,58220411,121,11,0,0.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220291,58220412,121,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,
chr19,58220244,58220744,58220292,58220413,121,1,10,0.9090909090909091,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220292,58220413,121,11,0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220293,58220413,120,11,0,0.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220293,58220414,121,0,11,1.0,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220295,58220415,120,10,1,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220295,58220416,121,10,1,0.09090909090909091,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220295,58220469,174,12,5,0.29411764705882354,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220296,58220417,121,10,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220299,58220419,120,9,0,0.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220301,58220421,120,9,0,0.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220301,58220456,155,12,1,0.07692307692307693,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220302,58220374,72,2,4,0.6666666666666666,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220302,58220423,121,0,9,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220302,58220423,121,9,0,0.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220303,58220423,120,9,0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220304,58220425,121,7,3,0.3,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220304,58220425,121,10,0,0.0,,,1.0,,,,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220304,58220478,174,12,3,0.2,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220305,58220426,106,2,7,0.7777777777777778,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220305,58220426,121,9,1,0.1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220305,58220426,121,10,0,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220306,58220427,121,0,10,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220307,58220427,120,9,1,0.1,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220307,58220428,121,2,8,0.8,1.0,1.0,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220308,58220429,121,10,0,0.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220308,58220451,143,13,0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220311,58220432,121,9,1,0.1,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220311,58220432,121,10,0,0.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220314,58220434,120,10,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
chr19,58220244,58220744,58220315,58220436,121,3,7,0.7,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220316,58220437,121,8,2,0.2,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220319,58220402,83,0,7,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220319,58220413,94,3,5,0.625,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220319,58220439,120,8,1,0.1111111111111111,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220319,58220440,121,9,0,0.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220320,58220441,121,10,0,0.0,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220321,58220416,95,0,8,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220321,58220442,121,1,9,0.9,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220321,58220442,121,10,0,0.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220322,58220425,103,9,0,0.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220322,58220442,120,10,0,0.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220323,58220385,62,3,3,0.5,,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220323,58220443,120,10,0,0.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220324,58220444,120,10,0,0.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220327,58220448,121,12,0,0.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220328,58220384,56,1,5,0.8333333333333334,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220328,58220436,108,0,9,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220328,58220448,120,10,2,0.16666666666666666,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220328,58220449,121,2,10,0.8333333333333334,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220328,58220457,129,2,10,0.8333333333333334,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220329,58220427,98,1,8,0.8888888888888888,1.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220329,58220449,120,12,0,0.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220329,58220450,121,11,1,0.08333333333333333,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220329,58220450,121,12,0,0.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220329,58220491,162,16,0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220330,58220434,104,2,7,0.7777777777777778,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220330,58220436,106,2,7,0.7777777777777778,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220330,58220451,121,12,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220332,58220452,120,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,
chr19,58220244,58220744,58220332,58220452,120,12,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0
chr19,58220244,58220744,58220332,58220453,121,11,0,0.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220332,58220487,155,16,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
chr19,58220244,58220744,58220334,58220455,121,11,0,0.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220336,58220456,120,10,1,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,
chr19,58220244,58220744,58220336,58220456,120,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,
chr19,58220244,58220744,58220337,58220456,119,10,1,0.09090909090909091,1.0,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220337,58220456,119,11,0,0.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220337,58220457,120,0,11,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220337,58220457,120,2,9,0.8181818181818182,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220338,58220459,121,9,2,0.18181818181818182,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220339,58220460,121,11,0,0.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220340,58220452,112,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,
chr19,58220244,58220744,58220341,58220461,120,10,1,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
chr19,58220244,58220744,58220341,58220462,121,12,0,0.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220342,58220411,69,6,1,0.14285714285714285,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220342,58220411,121,5,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220343,58220436,93,0,8,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220343,58220463,120,12,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,
chr19,58220244,58220744,58220345,58220465,120,12,0,0.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220345,58220493,148,15,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220346,58220466,120,11,1,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
chr19,58220244,58220744,58220346,58220466,120,12,0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220347,58220401,54,2,4,0.6666666666666666,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220347,58220436,89,1,7,0.875,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220347,58220468,121,13,0,0.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220347,58220549,202,20,0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220348,58220469,121,13,0,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220349,58220469,120,13,0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220349,58220536,187,19,0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220350,58220455,105,3,8,0.7272727272727273,1.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220350,58220469,119,7,5,0.4166666666666667,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220351,58220471,120,12,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220351,58220515,164,16,1,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
chr19,58220244,58220744,58220352,58220454,102,2,8,0.8,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220352,58220472,120,11,1,0.08333333333333333,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220354,58220475,121,12,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,
chr19,58220244,58220744,58220354,58220489,135,14,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
chr19,58220244,58220744,58220356,58220477,121,12,0,0.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220357,58220453,94,3,5,0.625,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220357,58220453,96,4,6,0.6,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220357,58220478,121,9,3,0.25,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220357,58220478,121,12,0,0.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220358,58220436,78,2,5,0.7142857142857143,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220360,58220429,69,1,6,0.8571428571428571,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220360,58220480,120,12,1,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,
chr19,58220244,58220744,58220361,58220422,61,3,3,0.5,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220361,58220430,69,0,7,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220361,58220438,77,2,5,0.7142857142857143,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220361,58220461,100,11,0,0.0,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220361,58220482,121,13,0,0.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220428,66,2,5,0.7142857142857143,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220483,121,7,6,0.46153846153846156,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220483,121,9,5,0.35714285714285715,,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220483,121,13,0,0.0,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220507,145,10,6,0.375,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220362,58220666,241,19,0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220363,58220403,40,0,5,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220363,58220403,121,2,3,0.6,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220363,58220484,121,1,13,0.9285714285714286,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220363,58220569,206,3,17,0.85,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220364,58220456,92,3,7,0.7,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220365,58220485,120,13,0,0.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220365,58220486,121,13,0,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220366,58220479,113,10,1,0.09090909090909091,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220366,58220487,121,13,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,
chr19,58220244,58220744,58220367,58220488,121,13,0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220368,58220488,120,13,0,0.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220369,58220489,120,13,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,
chr19,58220244,58220744,58220369,58220490,121,9,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220369,58220490,121,13,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
chr19,58220244,58220744,58220370,58220490,120,13,0,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220370,58220491,121,6,7,0.5384615384615384,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220370,58220491,121,13,0,0.0,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220370,58220540,170,18,0,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220372,58220492,120,11,1,0.08333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220372,58220493,121,12,0,0.0,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220375,58220495,120,11,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220375,58220495,120,12,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220375,58220596,221,18,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220377,58220498,121,1,11,0.9166666666666666,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220378,58220498,120,1,10,0.9090909090909091,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220378,58220499,121,12,0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220378,58220706,237,4,12,0.75,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220379,58220499,120,10,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,
chr19,58220244,58220744,58220379,58220692,241,16,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220380,58220414,34,0,2,1.0,,,,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220382,58220503,121,12,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220385,58220506,121,2,10,0.8333333333333334,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220385,58220700,242,5,12,0.7058823529411765,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220386,58220507,121,7,5,0.4166666666666667,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220387,58220508,121,8,4,0.3333333333333333,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220388,58220509,121,9,3,0.25,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,
chr19,58220244,58220744,58220388,58220509,121,12,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220388,58220525,137,14,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
